microsecond,acSX,acSY,acSZ,accX,accY,accZ,angX,angY,angZ,score
6436,-0.689,-0.666,-0.099,-3.54,1.77,31.921,-98.399,45.143,-92.873,3
6523,-0.725,-0.04,0.636,-0.427,29.48,-1.953,-2.082,45.016,-8.624,3
6542,-0.736,-0.657,-0.115,-2.869,0.366,25.818,-99.344,47.977,-92.582,3
6599,-0.739,-0.029,0.646,0.305,21.545,-0.305,-2.307,47.664,-8.718,3
6634,-0.758,-0.647,-0.106,-2.747,0.916,26.733,-100.151,50.493,-92.071,3
6690,-0.775,-0.048,0.62,1.404,24.475,-2.441,-2.516,50.389,-8.773,3
6721,-0.797,-0.586,-0.127,-1.526,0.488,28.809,-101.157,53.113,-91.84,3
6794,-0.775,-0.024,0.582,-0.366,34.18,-0.061,-2.719,53.372,-8.756,3
6826,-0.807,-0.547,-0.116,-5.371,1.16,33.752,-102.453,56.157,-91.681,3
6931,-0.851,-0.504,-0.13,-2.686,1.648,33.508,-104.101,59.425,-91.901,3
6945,-0.823,-0.037,0.51,1.465,34.607,-1.404,-3.115,56.953,-8.866,3
7004,-0.844,-0.042,0.46,1.343,31.982,-1.587,-3.691,60.403,-9.212,3
7022,-0.86,-0.426,-0.129,-0.793,0.61,32.471,-106.057,62.49,-92.34,3
7127,-0.883,-0.403,-0.137,-5.31,5.554,26.184,-108.616,65.22,-93.17,3
7139,-0.869,-0.038,0.389,0.061,28.748,-2.014,-4.356,63.721,-9.586,3
7199,-0.913,-0.06,0.319,-1.404,23.254,-2.563,-5.46,66.638,-10.25,3
7219,-0.933,-0.374,-0.155,-3.54,0.916,20.264,-111.407,67.379,-94.016,3
7304,-0.928,-0.013,0.315,-2.197,22.827,-1.587,-6.064,68.912,-10.173,3
7322,-0.927,-0.337,-0.125,-3.967,1.404,24.536,-113.846,69.456,-94.334,3
7409,-0.933,-0.064,0.302,0.916,29.907,-0.916,-7.273,71.516,-10.805,3
7414,-0.915,-0.265,-0.149,-2.747,2.441,46.753,-118.01,71.982,-96.504,3
7499,-0.92,-0.045,0.215,2.502,31.677,-1.953,-9.338,74.861,-12.261,3
7516,-0.978,-0.238,-0.158,-8.667,3.479,23.56,-124.453,74.57,-100.464,3
7622,-0.968,-0.14,-0.152,-6.226,-6.531,28.259,-130.847,76.481,-103.925,3
7635,-0.939,-0.056,0.14,0.854,30.579,-0.732,-12.673,78.069,-15.09,3
7727,-0.929,-0.166,-0.144,-4.761,-2.991,23.071,-138.307,78.442,-108.067,3
7739,-0.94,-0.04,0.111,2.258,26.245,0,-16.897,80.799,-18.594,3
7814,-0.962,-0.058,0.051,1.038,25.879,1.099,-24.791,83.359,-25.785,3
7816,-0.972,-0.033,-0.135,-14.16,-8.118,27.222,-147.014,80.211,-113.379,3
7966,-1.017,-0.063,-0.119,1.709,-1.404,13.794,-156.676,81.815,-119.185,3
8014,-0.91,-0.006,-0.149,4.089,2.502,0.732,-163.043,82.002,-123.376,3
8115,-1.005,-0.046,-0.065,1.953,29.846,0.061,-40.869,85.71,-41.012,3
8131,-1.002,-0.107,-0.176,10.559,17.029,-26.367,-155.165,80.662,-113.28,3
8144,-0.885,-0.024,-0.079,1.892,-1.221,-1.16,-55.893,86.715,-55.893,3
8144,-0.995,-0.094,-0.162,0.305,-45.837,-0.183,-47.181,85.968,-46.489,3
8223,-0.918,-0.134,-0.148,-2.747,4.333,-43.457,-137.148,77.058,-93.274,3
8249,-0.894,-0.039,0.163,-7.202,-37.537,-2.075,-20.253,81.381,-18.127,3
8312,-0.997,-0.27,-0.165,1.221,0.366,-28.076,-127.326,74.24,-81.524,3
8338,-0.966,-0.021,0.37,-2.014,-27.649,3.113,-13.134,77.283,-9.701,3
