设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:21.871,1.011,-0.10800000000000001,-0.156,2.075,-0.061,-1.16,-146.563,-78.843,20.785999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:21.872,1.001,-0.156,0.019,-3.418,1.099,1.709,-82.809,-79.16199999999999,-135.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:21.923,1.0090000000000001,-0.091,-0.16899999999999998,0.6709999999999999,-1.099,0.366,-146.19,-78.904,20.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:21.967,0.991,-0.16399999999999998,0.017,-2.0140000000000002,-0.305,0.061,-82.86399999999999,-79.124,-135.379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.013,1.01,-0.133,-0.146,-0.305,-2.0140000000000002,-0.122,-146.57399999999998,-78.794,20.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.068,0.9940000000000001,-0.171,0.021,1.831,-0.366,-0.122,-82.969,-79.184,-135.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.121,1.022,-0.115,-0.149,0.6709999999999999,-0.183,0.122,-146.464,-78.766,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.163,1.008,-0.162,0.024,2.197,-0.061,2.563,-83.01799999999999,-79.113,-135.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.271,0.991,-0.179,0.024,3.235,0.977,1.953,-82.82600000000001,-78.975,-135.47799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.329,1.012,-0.12,-0.139,-6.47,1.526,1.16,-145.931,-78.805,19.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.394,0.995,-0.196,0.009000000000000001,0.732,0.061,7.446000000000001,-82.787,-78.635,-135.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.484,0.9890000000000001,-0.205,0.001,-8.728,-0.732,11.353,-83.62200000000001,-77.794,-134.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.493,1.0070000000000001,-0.163,-0.125,-8.545,3.845,3.052,-144.734,-78.953,18.055999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.494,1.023,-0.17800000000000002,-0.106,1.16,8.911,5.371,-140.251,-79.398,13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.549,0.993,-0.239,0.005,-1.3430000000000002,-1.2209999999999999,15.442,-84.6,-76.432,-133.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.569,1.022,-0.158,-0.079,-2.197,11.353,6.47,-132.99,-79.964,6.1739999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:40:22.628,1.043,-0.192,-0.015,13.610999999999999,21.118000000000002,2.991,-123.234,-80.75,-2.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:40:22.643,0.981,-0.27399999999999997,0.023,2.93,0.122,24.048000000000002,-84.727,-74.553,-131.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
