设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:05.383,0.9890000000000001,-0.203,0.071,-3.4789999999999996,1.2209999999999999,0.42700000000000005,-72.642,-77.388,-135.95600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:05.412,1.026,0.042,-0.019,0.305,-2.441,-1.6480000000000001,109.396,-88.259,145.21200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:05.487,0.993,-0.19699999999999998,0.063,-2.625,2.136,0.122,-71.735,-77.327,-136.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:05.500,1.041,0.039,-0.022000000000000002,5.188,-0.488,-1.526,117.054,-88.02799999999999,137.862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:05.581,0.9790000000000001,-0.18600000000000003,0.07400000000000001,-16.418,0.8540000000000001,0.183,-71.043,-77.404,-137.52700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:05.590,1.037,0.055999999999999994,-0.006999999999999999,-0.732,-2.319,0.366,119.35,-88.0,135.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:05.695,1.03,0.025,-0.019,-2.197,-0.9159999999999999,3.235,125.64,-88.083,128.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:05.766,0.991,-0.17300000000000001,0.073,-2.319,-2.625,3.418,-71.488,-77.179,-137.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:05.801,1.041,0.077,-0.017,-0.7929999999999999,-0.977,3.113,131.69299999999998,-88.23100000000001,123.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:05.889,0.987,-0.222,0.063,-1.2209999999999999,-2.8689999999999998,2.8080000000000003,-72.625,-77.003,-136.02700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:05.920,1.035,0.08,-0.001,9.949,4.5169999999999995,0.0,120.734,-88.52799999999999,134.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:05.968,0.986,-0.226,0.066,-3.3569999999999998,0.9159999999999999,5.492999999999999,-72.867,-76.679,-135.25799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:06.055,1.033,0.051,0.01,8.179,7.019,-2.136,88.242,-88.572,167.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:06.075,0.987,-0.20800000000000002,0.078,5.31,0.7929999999999999,8.728,-72.719,-75.905,-134.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:06.169,0.971,-0.217,0.064,4.822,-0.183,10.254000000000001,-72.85600000000001,-75.059,-133.80200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:06.205,1.028,0.035,0.03,5.432,11.353,-0.366,58.705,-88.165,-162.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:06.206,1.041,0.06,0.031,8.423,11.658,-1.77,41.743,-87.27,-144.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:06.246,0.982,-0.275,0.071,3.845,1.6480000000000001,9.46,-72.532,-74.152,-133.19299999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.94,13103, 2021-05-17 20:31:06.351,0.963,-0.24600000000000002,0.073,2.136,0.366,10.254000000000001,-72.345,-73.21300000000001,-132.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:31:06.370,1.045,0.048,0.053,-0.305,8.423,-1.2819999999999998,35.733000000000004,-86.561,-138.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
