设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:20.610,0.966,-0.267,0.061,1.038,1.3430000000000002,2.319,-80.442,-71.472,-129.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:20.664,1.031,0.023,-0.038,-0.061,-0.8540000000000001,-0.366,152.726,-86.51700000000001,99.66799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:20.699,0.965,-0.295,0.051,0.488,0.183,2.136,-80.222,-71.384,-129.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:20.769,1.0170000000000001,0.02,-0.035,-0.61,-0.244,0.0,152.32,-86.484,100.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:20.793,0.95,-0.293,0.059000000000000004,-2.258,0.9159999999999999,1.3430000000000002,-79.882,-71.34,-129.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:20.859,1.0290000000000001,0.021,-0.055,2.6860000000000004,2.991,-0.305,150.672,-86.52799999999999,101.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:20.902,0.965,-0.292,0.063,-0.183,0.61,1.953,-79.568,-71.252,-129.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:20.968,1.028,0.033,-0.07,-1.4040000000000001,0.305,-0.42700000000000005,148.002,-86.62700000000001,104.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:20.996,0.963,-0.295,0.066,0.732,1.4040000000000001,1.038,-79.195,-71.14699999999999,-129.91899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.088,1.03,0.049,-0.071,-1.3430000000000002,-3.906,-1.465,147.415,-86.385,105.36399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.174,1.025,0.047,-0.077,-1.2819999999999998,-3.3569999999999998,-1.77,148.046,-85.919,104.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.194,0.9690000000000001,-0.281,0.07,-2.441,2.258,-3.4789999999999996,-77.717,-71.543,-131.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.274,0.9840000000000001,-0.272,0.075,-3.418,3.54,-5.188,-76.844,-71.999,-132.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.279,1.033,0.047,-0.092,0.61,-5.432,-1.526,149.694,-85.35799999999999,102.99700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.380,0.98,-0.271,0.078,-2.747,4.0280000000000005,-7.874,-75.399,-72.675,-134.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.399,1.028,0.059000000000000004,-0.109,-5.492999999999999,-10.071,-3.174,151.639,-84.45200000000001,100.706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.473,0.9790000000000001,-0.24600000000000002,0.091,-16.907,8.24,-11.658,-73.07600000000001,-73.581,-137.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.475,1.014,0.03,-0.114,-11.414000000000001,-11.23,-1.6480000000000001,153.69899999999998,-83.337,97.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.571,0.988,-0.201,0.099,-0.305,6.165,-15.93,-70.203,-74.767,-140.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.579,1.032,0.069,-0.147,-9.033,-17.761,-2.747,155.803,-81.782,95.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.678,0.988,-0.171,0.10099999999999999,-2.747,5.432,-15.869000000000002,-66.352,-76.102,-145.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.744,1.0290000000000001,0.067,-0.141,-6.287000000000001,-15.991,-2.991,157.582,-80.112,92.58200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.776,0.981,-0.21600000000000003,0.085,-4.944,4.15,-12.450999999999999,-62.287,-77.157,-150.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.779,1.018,0.135,-0.161,-5.737,-11.597000000000001,-3.845,158.03799999999998,-78.794,91.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:21.878,0.998,-0.231,0.1,-16.724,8.362,-8.728,-58.008,-77.723,-156.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:21.879,1.016,0.076,-0.192,-17.334,-9.705,-2.258,157.467,-77.86,89.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.018,0.986,-0.17600000000000002,0.115,-6.7139999999999995,7.141,-10.437000000000001,-52.998000000000005,-78.107,-161.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.084,0.96,-0.168,0.10400000000000001,-1.892,6.104,-17.09,-46.511,-78.69,-168.635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.235,0.993,-0.035,0.14,-16.785,5.737,-19.775,-37.095,-79.601,-178.06599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.282,0.997,-0.036000000000000004,0.17600000000000002,-12.329,5.859,-22.4,-26.708000000000002,-80.283,170.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.375,1.01,-0.011000000000000001,0.168,-8.179,5.615,-19.165,-15.562000000000001,-80.475,157.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:22.378,1.011,0.07200000000000001,-0.22899999999999998,-7.141,-13.794,-3.784,157.017,-76.74,89.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:22.380,1.003,0.047,-0.243,-2.197,-23.804000000000002,-6.287000000000001,157.412,-75.097,88.35799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:22.380,0.9590000000000001,0.069,-0.268,-9.583,-22.4,-0.6709999999999999,158.983,-73.02600000000001,86.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:22.380,0.9790000000000001,0.12300000000000001,-0.284,-14.770999999999999,-22.461,0.244,160.032,-71.021,83.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:22.391,0.988,0.08800000000000001,-0.32299999999999995,-4.944,-19.958,-2.441,160.411,-69.082,82.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:22.479,0.972,0.127,-0.37,-0.305,-19.043,-4.7,160.439,-67.264,81.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.485,0.99,0.024,0.16899999999999998,-4.0280000000000005,6.653,-17.761,-4.718999999999999,-80.206,146.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:22.577,0.992,0.048,0.192,-8.484,9.644,-17.517,4.268,-79.36,136.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
