设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT1(E604078EA627),3.91,13104, 2021-05-17 20:35:52.269,1.033,-0.008,-0.01,3.906,-1.2819999999999998,-0.6709999999999999,139.384,-88.039,115.57600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.299,0.997,-0.17,0.040999999999999995,-2.625,0.305,0.488,-75.663,-78.354,-138.02100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.378,0.9940000000000001,-0.146,0.049,-3.052,0.488,1.526,-75.63,-78.40899999999999,-137.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:35:52.405,1.032,0.02,-0.023,-8.24,0.0,1.6480000000000001,141.784,-87.95700000000001,113.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:35:52.464,1.03,0.049,-0.034,-4.0280000000000005,0.61,1.6480000000000001,143.41,-88.01100000000001,111.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.475,1.001,-0.138,0.053,0.305,0.122,0.8540000000000001,-75.811,-78.40899999999999,-137.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.554,0.995,-0.16899999999999998,0.049,2.8689999999999998,-1.2819999999999998,1.2819999999999998,-76.086,-78.365,-136.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:35:52.570,1.035,0.036000000000000004,-0.02,-3.174,-0.5489999999999999,0.6709999999999999,149.15,-88.066,104.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.665,0.977,-0.209,0.045,2.0140000000000002,-3.174,1.892,-76.86,-78.3,-135.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:35:52.673,1.037,0.009000000000000001,0.042,-6.287000000000001,3.3569999999999998,3.418,154.171,-88.48899999999999,99.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.777,1.011,-0.151,0.036000000000000004,10.925,-4.395,3.6010000000000004,-78.365,-78.058,-133.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:35:52.780,1.062,0.031,0.055,-6.957999999999999,13.123,4.15,145.57399999999998,-89.264,107.84700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:35:52.857,0.978,-0.193,0.036000000000000004,14.220999999999998,-0.977,9.583,-79.547,-77.52,-131.68200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
