设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.079,1.03,0.013999999999999999,-0.049,1.77,2.93,0.732,170.898,-86.52799999999999,76.503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.115,0.973,-0.253,0.052000000000000005,6.47,-0.061,1.709,-76.34899999999999,-74.048,-151.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.176,1.033,0.011000000000000001,-0.059000000000000004,8.301,4.211,-1.4040000000000001,169.574,-86.836,78.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.220,0.983,-0.253,0.049,5.188,0.061,3.418,-76.443,-73.817,-150.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.311,1.025,0.018000000000000002,-0.057999999999999996,5.737,2.441,-1.465,165.954,-87.166,82.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.313,0.978,-0.259,0.05,5.737,0.8540000000000001,3.54,-76.333,-73.531,-149.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.384,1.036,0.01,-0.047,6.47,2.258,-2.747,161.483,-87.38,86.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.422,0.99,-0.256,0.05,7.385,-0.305,1.709,-76.069,-73.416,-148.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.474,1.0190000000000001,-0.003,-0.051,1.2209999999999999,-0.183,-0.366,158.78,-87.45700000000001,90.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.542,0.9690000000000001,-0.275,0.049,2.0140000000000002,0.122,1.953,-75.795,-73.345,-147.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.579,1.033,0.01,-0.055999999999999994,2.441,0.977,0.0,157.95600000000002,-87.45100000000001,91.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.625,0.9790000000000001,-0.244,0.063,1.6480000000000001,0.732,-0.183,-75.443,-73.444,-146.29399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.684,1.0290000000000001,0.021,-0.06,7.446000000000001,-6.165,-2.502,157.297,-87.14399999999999,92.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.718,0.978,-0.233,0.061,3.052,0.732,-4.0889999999999995,-74.756,-73.757,-145.92600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:37:51.806,1.025,0.031,-0.086,2.197,-9.033,-1.831,159.868,-86.29799999999999,89.637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:37:51.820,0.986,-0.249,0.062,-2.197,1.4040000000000001,-8.179,-73.735,-74.46,-146.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
