设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:50.264,0.9890000000000001,-0.191,0.084,-2.93,-0.305,0.8540000000000001,-67.956,-76.76100000000001,-141.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:50.289,1.021,0.001,-0.11800000000000001,0.5489999999999999,0.6709999999999999,0.61,-175.35299999999998,-83.47399999999999,80.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:50.301,1.024,-0.027000000000000003,-0.11199999999999999,-1.953,1.3430000000000002,1.038,-174.37,-83.51799999999999,79.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:50.355,0.982,-0.19399999999999998,0.075,-1.3430000000000002,-0.488,0.977,-68.351,-76.723,-141.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:50.438,1.018,-0.025,-0.115,2.136,-0.42700000000000005,0.5489999999999999,-173.41400000000002,-83.573,78.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:50.449,0.995,-0.19399999999999998,0.07400000000000001,1.6480000000000001,-0.977,0.732,-68.719,-76.723,-140.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:50.498,1.0270000000000001,-0.006999999999999999,-0.10800000000000001,2.625,-1.038,-0.061,-173.145,-83.535,78.40899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:50.573,0.995,-0.191,0.076,0.183,1.587,0.488,-68.681,-76.69,-140.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:50.609,1.022,-0.02,-0.125,0.488,2.258,-1.038,-173.75400000000002,-83.57799999999999,79.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:50.679,0.997,-0.191,0.076,1.587,1.892,0.366,-68.033,-76.657,-141.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
