设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:24.685,0.988,-0.19399999999999998,0.063,-1.099,0.977,-0.244,-75.245,-76.536,-139.92700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:24.759,1.0190000000000001,-0.031,-0.15,-1.587,-0.122,0.5489999999999999,-161.944,-82.007,62.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:24.761,1.0170000000000001,-0.055999999999999994,-0.126,-4.944,0.0,1.4040000000000001,-161.80100000000002,-81.98,62.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:24.849,0.983,-0.21,0.045,-3.418,0.244,1.038,-75.339,-76.536,-139.92700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:24.865,0.992,-0.195,0.057999999999999996,-2.258,0.061,1.16,-75.707,-76.52,-139.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:24.938,1.028,-0.04,-0.132,-1.953,0.977,0.7929999999999999,-161.235,-81.99600000000001,61.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:24.973,0.99,-0.222,0.06,-7.446000000000001,2.136,1.2819999999999998,-75.558,-76.454,-139.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:25.074,1.02,-0.062,-0.149,-7.629,1.831,-0.122,-161.735,-82.084,62.138999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.91,13104, 2021-05-17 20:39:25.076,1.015,-0.048,-0.138,0.42700000000000005,-0.6709999999999999,-1.709,-162.806,-82.134,63.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D8:09:BF:40:2B:C3),3.95,13103, 2021-05-17 20:39:25.095,0.983,-0.188,0.063,-1.587,1.892,0.305,-74.943,-76.388,-139.944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
