设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:02:07.793,1.005,-0.11,0.031,-0.42700000000000005,0.305,1.587,-73.339,-82.277,-162.708,0.0,0.0,0.0,-0.29767,-0.58945,0.36511,-0.65622,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:02:07.871,1.003,-0.11,0.028999999999999998,0.122,0.122,0.732,-73.449,-82.244,-162.625,0.0,0.0,0.0,-0.29752,-0.58911,0.36563,-0.65628,
WT1(E604078EA627),3.88,13104, 2021-05-17 21:02:07.900,1.0270000000000001,-0.044000000000000004,0.019,0.366,1.831,-0.366,-59.343,-87.34100000000001,44.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:02:07.976,1.002,-0.109,0.027999999999999997,-0.5489999999999999,0.732,-0.61,-73.07,-82.337,-163.07,0.0,0.0,0.0,-0.29752,-0.58911,0.36563,-0.65628,
WT1(E604078EA627),3.88,13104, 2021-05-17 21:02:07.990,1.036,-0.032,0.019,0.122,-0.5489999999999999,0.0,-60.156000000000006,-87.34700000000001,45.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT1(E604078EA627),3.88,13104, 2021-05-17 21:02:08.038,1.035,-0.046,0.021,-0.061,-1.16,0.244,-62.457,-87.435,47.736000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:02:08.067,1.0090000000000001,-0.102,0.035,0.244,0.488,0.122,-72.735,-82.45200000000001,-163.564,0.0,0.0,0.0,-0.29752,-0.58911,0.36563,-0.65628,
WT1(E604078EA627),3.88,13104, 2021-05-17 21:02:08.109,1.037,-0.040999999999999995,0.034,-0.183,1.099,0.366,-63.078,-87.462,48.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:02:08.171,1.004,-0.105,0.03,-0.488,0.122,1.892,-72.955,-82.38600000000001,-163.504,0.0,0.0,0.0,-0.30069,-0.58835,0.36661,-0.6549699999999999,
WT1(E604078EA627),3.88,13104, 2021-05-17 21:02:08.274,1.028,-0.044000000000000004,0.02,0.061,1.038,0.305,-61.138999999999996,-87.385,46.406000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
