设备名称,电压,版本,片上时间,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),磁场X,磁场Y,磁场Z,四元数0,四元数1,四元数2,四元数3,状态
WT1(E604078EA627),3.87,13104, 2021-05-17 21:18:49.512,1.006,0.027999999999999997,0.20600000000000002,3.2960000000000003,-8.85,0.5489999999999999,7.273,-77.547,-10.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:18:49.524,1.021,-0.059000000000000004,0.069,0.8540000000000001,0.244,-5.31,-42.253,-85.666,-66.66,0.0,0.0,0.0,-0.43563999999999997,0.57025,0.38321,0.58148,
WT1(E604078EA627),3.87,13104, 2021-05-17 21:18:49.565,1.015,0.037000000000000005,0.249,2.0140000000000002,-2.319,-0.244,7.9270000000000005,-78.14,-10.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:18:49.628,1.004,-0.065,0.073,-1.3430000000000002,0.122,0.5489999999999999,-40.54,-85.671,-63.265,0.0,0.0,0.0,-0.43563999999999997,0.57025,0.38321,0.58148,
WT1(E604078EA627),3.87,13104, 2021-05-17 21:18:49.716,1.011,0.027999999999999997,0.221,0.366,1.6480000000000001,-0.7929999999999999,8.344,-78.041,-11.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:18:49.735,0.996,-0.083,0.044000000000000004,-4.944,-0.488,2.625,-43.208999999999996,-85.556,-55.948,0.0,0.0,0.0,-0.43563999999999997,0.57025,0.38321,0.58148,
WT1(E604078EA627),3.87,13104, 2021-05-17 21:18:49.775,1.0090000000000001,0.008,0.20800000000000002,0.244,2.563,-0.42700000000000005,7.882999999999999,-77.76100000000001,-10.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:18:49.823,0.996,-0.055,0.059000000000000004,1.4040000000000001,-0.488,1.77,-45.736000000000004,-85.47399999999999,-48.153,0.0,0.0,0.0,-0.49551000000000006,0.52747,0.44037,0.53128,
WT1(E604078EA627),3.87,13104, 2021-05-17 21:18:49.871,1.008,0.027999999999999997,0.20800000000000002,1.099,1.77,1.2209999999999999,7.41,-77.64,-9.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
WT2(D809BF402BC3),3.93,13103, 2021-05-17 21:18:49.928,0.995,-0.065,0.055,2.8689999999999998,1.038,-1.6480000000000001,-46.663999999999994,-85.441,-42.571999999999996,0.0,0.0,0.0,-0.49551000000000006,0.52747,0.44037,0.53128,
